slug,title,description,type,level,body_part,equipment_required,lugar_entrenamiento,met,ranking_score,rating,rating_desc
lying-hamstring-stretch-with-band,Lying hamstring stretch with band,"The lying hamstring stretch with band is a simple way to stretch a chronically tight muscle group of the lower body. It is common in stretching and yoga classes but can also be performed individually as part of a warm-up, paired with movements in a workout, or as part of a cool-down or recovery strategy.",Estiramiento,Principiante,Hamstrings,"['Banco', 'Bandas']",['Casa'],2.0,0.267,5.9,Average
upper-back-leg-grab,Upper Back-Leg Grab,,Estiramiento,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,5.4,Average
seated-hamstring,Seated Hamstring,,Estiramiento,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,5.3,Average
alternating-lunge-jump,Alternating lunge jump,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout.",Estiramiento,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,4.2,Average
runner-s-stretch,Runner's Stretch,,Estiramiento,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,3.6,Average
exercise-ball-leg-curl,Exercise ball leg curl,"The exercise ball leg curl is an exercise targeting the hamstrings. In particular, it targets the knee flexion function of the hamstrings, as opposed to deadlift variations, which target the other hamstring function, hip flexion. Many lifters opt for this exercise when they don't have access to a lying leg curl machine, but it is worth considering even if you already do machine curls.",Fuerza,Intermedio,Hamstrings,"['Banco', 'Barra', 'Máquina']",['Gimnasio'],5.0,0.567,8.8,Average
ball-hamstring-hat-trick,Ball Hamstring Hat Trick,"The exercise ball leg curl is an exercise targeting the hamstrings. In particular, it targets the knee flexion function of the hamstrings, as opposed to deadlift variations, which target the other hamstring function, hip flexion. Many lifters opt for this exercise when they don’t have access to a lying leg curl machine, but it is worth considering even if you already do machine curls.",Fuerza,Intermedio,Hamstrings,"['Banco', 'Barra', 'Máquina']",['Gimnasio'],5.0,0.567,,
band-assisted-pull-up,Band-assisted pull-up,"The band-assisted pull-up is a variation of the pull-up exercise in which the reps are performed with an elastic band looped around the feet or knees. This reduces weight and resistance at the bottom of the rep, while increasing it toward the top. Like other pull-up variations, it builds strength and muscle in the upper back, biceps, and core, and is often used as a way to help people boost their pull-up numbers or perform their first rep.",Fuerza,Intermedio,Lats,['Bandas'],['Casa'],5.0,0.467,7.6,Average
assisted-chin-up,Assisted Chin-Up,"The reverse-grip chin-up is a variation of the pull-up exercise in which the reps are performed with the palms facing toward the body, in an underhand position, with a band looped around the feet or knees. This reduces weight and resistance at the bottom of the rep, while increasing it toward the top. Like other pull-up variations, it builds strength and muscle in the upper back, biceps, and core, but it utilizes the biceps slightly more than overhand band-assisted pull-ups.",Fuerza,Principiante,Lats,['Bandas'],['Casa'],5.0,0.467,0.0,Average
un-band-assisted-pull-up-pronated,UN Band Assisted Pull-up Pronated,,Fuerza,Intermedio,Lats,['Bandas'],['Casa'],5.0,0.467,,
un-band-assisted-pull-up-neutral,UN Band Assisted Pull-up Neutral,,Fuerza,Intermedio,Lats,['Bandas'],['Casa'],5.0,0.467,,
un-band-assisted-pull-up-supinated,UN Band Assisted Pull-up Supinated,,Fuerza,Intermedio,Lats,['Bandas'],['Casa'],5.0,0.467,,
fyr2-monster-band-face-pull-hold,FYR2 Monster Band Face-Pull Hold,,Fuerza,Intermedio,Lats,['Bandas'],['Casa'],5.0,0.467,,
single-arm-band-low-row,Single-arm band low row,"The single-arm band low row is a single-arm row variation utilizing a band for resistance that is anchored low. It targets the muscles of the middle back, like the lats (latissimus dorsi) and rhomboids, but also the core. It is usually performed for moderate to high reps, at least 8-15 reps per set, in the later stages of a back or upper-body workout.",Fuerza,Intermedio,Lats,['Bandas'],['Casa'],5.0,0.467,,
latissimus-dorsi-smr,Latissimus dorsi SMR,"Latissimus dorsi self-myofascial release (SMR) is a self-administered soft-tissue treatment for the upper body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the lat muscles of the mid back, some people find they can cause this often painful and tight area to relax or ""release."" Latissimus dorsi SMR is often accompanied by SMR on the pectorals or rhomboids, or by stretches that target the lats.",Estiramiento,Intermedio,Lats,['Banco'],['Casa'],2.0,0.217,4.7,Average
bent-arm-barbell-pull-over,Bent-arm barbell pull-over,"The bent-arm barbell pull-over was a staple exercise of the ""Golden Era"" of bodybuilding and a favorite of Arnold Schwarzenegger himself. Done properly, the exercise targets the pecs, lats, and serratus anterior muscles. Old-school bodybuilders would perform them with light weights for sets of 20 between sets of heavy 20-rep squats, but pull-overs are more popular today in moderate rep ranges, such as 8-12 reps per set, as part of an upper-body workout.",Fuerza,Intermedio,Lats,['Barra'],['Casa'],5.0,0.467,8.0,Average
barbell-pull-over-to-press,Barbell pull-over to press,"The barbell pull-over to press is a complex that combines two popular exercises into one sequence that works much of the upper body, particularly the chest, triceps, and serratus anterior muscles. It is commonly performed with an EZ-bar, but can also be performed with a straight bar or neutral-grip bar. Because the pull-over will determine the amount of weight you can use, this movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body portion of a workout.",Fuerza,Principiante,Lats,"['Barra Z', 'Barra']",['Casa'],5.0,0.517,0.0,
single-arm-barbell-bent-over-row,Single-arm barbell bent-over row,"The single-arm barbell bent-over row is a barbell exercise focused on the muscles of the middle back, such as the lats (latissimus dorsi) and rhomboids. It also targets the biceps and grip. If the loose end of the barbell moves around, it can be secured by placing it in the corner of a room.",Fuerza,Intermedio,Lats,['Barra'],['Casa'],5.0,0.467,,
reverse-barbell-row,Reverse Barbell Row,,Fuerza,Intermedio,Lats,['Barra'],['Casa'],5.0,0.467,,
side-kick-through-to-kettlebell-high-pull,Side kick-through to kettlebell high pull,"The side kick-through to kettlebell high pull is a combination of a popular bodyweight exercise and an explosive kettlebell movement. Between them, the pairing targets the traps, shoulders, core, hips, hamstrings, and glutes. This combination can be performed for time or for reps, often as circuit-style training for conditioning or fat loss.",Fuerza,Intermedio,Lats,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
fyr2-alternating-kettlebell-snatch,FYR2 Alternating Kettlebell Snatch,,Fuerza,Intermedio,Lats,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
fyr2-alternating-kettlebell-swing,FYR2 Alternating Kettlebell Swing,,Fuerza,Intermedio,Lats,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
fyr2-american-kettlebell-swing,FYR2 American Kettlebell Swing,,Fuerza,Intermedio,Lats,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
fyr2-double-kettlebell-standing-clean,FYR2 Double-Kettlebell Standing Clean,,Fuerza,Intermedio,Lats,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
fyr2-kettlebell-swing-high-pull,FYR2 Kettlebell Swing High Pull,,Fuerza,Intermedio,Lats,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
fyr2-kettlebell-swing-clean-press-combo,FYR2 Kettlebell Swing-Clean-Press Combo,,Fuerza,Intermedio,Lats,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
fyr2-kettlebell-swing-clean-press-row-combo,FYR2 Kettlebell Swing-Clean-Press-Row Combo,,Fuerza,Intermedio,Lats,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
fyr2-single-arm-kettlebell-clean,FYR2 Single-Arm Kettlebell Clean,,Fuerza,Intermedio,Lats,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
fyr2-single-arm-kettlebell-swing,FYR2 Single-Arm Kettlebell Swing,,Fuerza,Intermedio,Lats,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
pjr-pull-over,PJR pull-over-,"The PJR pull-over is a triceps-focused version of the pull-over exercise, usually performed on either a flat or slightly inclined bench. The low position of the movement stretches the triceps—particularly the long head of the muscle—while the top position is a triceps press that contracts all three heads. It can be done in any type of strength or muscle-focused workout, in traditional muscle-building rep ranges, such as 8-12 reps, or for higher reps.",Fuerza,Intermedio,Lats,['Banco'],['Casa'],5.0,0.467,,
dumbbell-seal-row,Dumbbell seal row,"The dumbbell seal row is a weighted exercise targeting the muscles of the middle back, including the lats (latissimus dorsi) and rhomboids. It can be performed on a special elevated bench, on a bench placed on top of boxes or benches, or on a bench with a slight incline. The higher the bench, the greater the range of motion and stretch at the bottom of the movement. It is usually performed as an assistance movement for back strength and muscle growth, in rep ranges of 8-12 reps per set or higher.",Fuerza,Intermedio,Lats,"['Banco', 'Mancuernas']",['Casa'],5.0,0.517,,
incline-dumbbell-row-gethin-variation,Incline Dumbbell Row - Gethin Variation,The incline dumbbell row is an upper body isolation exercise targeting the lower lats and upper back muscles.,Fuerza,Intermedio,Lats,"['Banco', 'Mancuernas']",['Casa'],5.0,0.517,,
fyr-bent-over-dumbbell-row,FYR Bent-Over Dumbbell Row,"The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.",Fuerza,Intermedio,Lats,['Mancuernas'],['Casa'],5.0,0.467,,
straight-arm-dumbbell-pull-over-gethin-variation,Straight-Arm Dumbbell Pull-Over - Gethin Variation,"The straight-arm dumbbell pull-overpull-over was a staple exercise of the Golden Era of bodybuilding and a favorite of Arnold Schwarzenegger himself. Done properly, the exercise hits the bottom of the pecs, the lats, the abs, and the triceps.",Fuerza,Intermedio,Lats,['Mancuernas'],['Casa'],5.0,0.467,,
bent-over-dumbbell-row-gethin-variation,Bent-Over Dumbbell Row - Gethin Variation,"The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.",Fuerza,Intermedio,Lats,['Mancuernas'],['Casa'],5.0,0.467,,
bent-over-dumbbell-rear-delt-fly,Bent-over dumbbell rear delt fly,"The bent-over dumbbell rear delt fly is a popular upper-body exercise that targets the muscles on the back of the shoulder joint, specifically the rear head of the deltoid. Since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout.",Fuerza,Intermedio,Lats,['Mancuernas'],['Casa'],5.0,0.467,,
band-resisted-dumbbell-row,Band Resisted Dumbbell Row,,Fuerza,Intermedio,Lats,"['Mancuernas', 'Bandas']",['Casa'],5.0,0.517,,
holman-right-arm-weighted-half-jack,Holman Right Arm Weighted Half Jack,,Fuerza,Intermedio,Lats,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-left-arm-weighted-half-jack,Holman Left Arm Weighted Half Jack,,Fuerza,Intermedio,Lats,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-renegade-row,Holman Renegade Row,,Fuerza,Intermedio,Lats,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-renegade-row-with-opposite-foot-step-out,Holman Renegade Row with Opposite Foot Step-Out,,Fuerza,Intermedio,Lats,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-renegade-row-to-weighted-burpee,Holman Renegade Row to Weighted Burpee,,Fuerza,Intermedio,Lats,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-weighted-double-arm-cross-punch,Holman Weighted Double-Arm Cross Punch,,Fuerza,Intermedio,Lats,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-standing-flat-back-row,Holman Standing Flat Back Row,,Fuerza,Intermedio,Lats,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
total-fitness-dumbbell-isometric-row-hold,Total Fitness Dumbbell Isometric Row Hold,"The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.",Fuerza,Intermedio,Lats,['Mancuernas'],['Casa'],5.0,0.467,,
dumbbell-renegade-row,Dumbbell renegade row,"The dumbbell renegade row combines rowing and core training into a single difficult movement. It's popular in time-efficient strength and muscle-building workouts, as well as in circuit-style training.",Fuerza,Intermedio,Lats,['Mancuernas'],['Casa'],5.0,0.467,,
metaburn-bent-over-row-to-rear-delt-raise,MetaBurn Bent-Over Row to Rear-Delt Raise,,Fuerza,Intermedio,Lats,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
fyr2-bent-over-reverse-fly,FYR2 Bent-Over Reverse Fly,,Fuerza,Intermedio,Lats,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
weighted-pull-up,Weighted pull-up,"The weighted pull-up is a more advanced variation of the pull-up exercise in which the lifter adds extra weight to their body. Options for adding weight include a dip belt, weighted vest, chains, a dumbbell placed between the feet or legs, or looping a kettlebell over the foot. Like other pull-up variations, the weighted pull-up builds strength and muscle in the upper back, biceps, and core.",Fuerza,Intermedio,Lats,['Mancuernas'],['Casa'],5.0,0.467,9.5,Average
rocky-pull-ups-pulldowns,Rocky Pull-Ups/Pulldowns,,Fuerza,Principiante,Lats,['Poleas'],['Gimnasio'],5.0,0.467,9.0,Average
